datetime,portfolio_value,cash,return
2020-03-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-25 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-26 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-31 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-03 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-04 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-07 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-10 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-14 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-15 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-16 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-17 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-18 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-22 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-25 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-29 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-04 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-05 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-07 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-11 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-12 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-14 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-15 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-16 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-18 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-19 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-22 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-26 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-29 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-04 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-10 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-11 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-15 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-16 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-17 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-18 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-19 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-22 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-25 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-26 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-29 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-03 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-07 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-10 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-11 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-07-14 09:30:00-04:00,101224.06753540039,49984.06753540039,0.01224067535400386
2020-07-15 09:30:00-04:00,101443.66790771484,49984.06753540039,0.002169448211885472
2020-07-16 09:30:00-04:00,101915.39962768555,49984.06753540039,0.004650183985853484
2020-07-17 09:30:00-04:00,101915.39962768555,49984.06753540039,0.0
2020-07-18 09:30:00-04:00,101915.39962768555,49984.06753540039,0.0
2020-07-20 09:30:00-04:00,103131.33209228516,49984.06753540039,0.011930802106861371
2020-07-21 09:30:00-04:00,104074.80018615723,49984.06753540039,0.009148219796364376
2020-07-22 09:30:00-04:00,104558.7345123291,49984.06753540039,0.0046498703365873695
2020-07-23 09:30:00-04:00,103375.33302307129,49984.06753540039,-0.011318054821314538
2020-07-24 09:30:00-04:00,103375.33302307129,49984.06753540039,0.0
2020-07-25 09:30:00-04:00,103375.33302307129,49984.06753540039,0.0
2020-07-27 09:30:00-04:00,102671.80297851562,49984.06753540039,-0.006805589147641733
2020-07-28 09:30:00-04:00,102350.53283691406,49984.06753540039,-0.0031290980803053703
2020-07-29 09:30:00-04:00,102692.13600158691,49984.06753540039,0.003337580716039401
2020-07-30 09:30:00-04:00,103135.39962768555,49984.06753540039,0.004316432040052165
2020-07-31 09:30:00-04:00,103135.39962768555,49984.06753540039,0.0
2020-08-01 09:30:00-04:00,103135.39962768555,49984.06753540039,0.0
2020-08-03 09:30:00-04:00,103066.2654876709,49984.06753540039,-0.0006703240620021811
2020-08-04 09:30:00-04:00,102972.73544311523,49984.06753540039,-0.0009074748572009961
2020-08-05 09:30:00-04:00,102761.2654876709,49984.06753540039,-0.002053649973794869
2020-08-06 09:30:00-04:00,102785.66604614258,49984.06753540039,0.00023744898776678625
2020-08-07 09:30:00-04:00,102785.66604614258,49984.06753540039,0.0
2020-08-08 09:30:00-04:00,102785.66604614258,49984.06753540039,0.0
2020-08-10 09:30:00-04:00,103664.06753540039,49984.06753540039,0.008545953176617882
2020-08-11 09:30:00-04:00,103318.40148925781,49984.06753540039,-0.0033344827611027084
2020-08-12 09:30:00-04:00,102854.80018615723,49984.06753540039,-0.0044871126190312305
2020-08-13 09:30:00-04:00,102879.2007446289,49984.06753540039,0.000237233055020436
2020-08-14 09:30:00-04:00,102879.2007446289,49984.06753540039,0.0
2020-08-15 09:30:00-04:00,102879.2007446289,49984.06753540039,0.0
2020-08-17 09:30:00-04:00,102968.66790771484,49984.06753540039,0.0008696331468205365
2020-08-18 09:30:00-04:00,103184.2007446289,49984.06753540039,0.00209318855233942
2020-08-19 09:30:00-04:00,102631.13227844238,49984.06753540039,-0.005360011147009902
2020-08-20 09:30:00-04:00,103005.26641845703,49984.06753540039,0.0036454254348436965
2020-08-21 09:30:00-04:00,103005.26641845703,49984.06753540039,0.0
2020-08-22 09:30:00-04:00,103005.26641845703,49984.06753540039,0.0
2020-08-24 09:30:00-04:00,103521.7317199707,49984.06753540039,0.005013969862623702
2020-08-25 09:30:00-04:00,103017.4690246582,49984.06753540039,-0.004871080563804142
2020-08-26 09:30:00-04:00,104087.0027923584,49984.06753540039,0.010382062166992112
2020-08-27 09:30:00-04:00,103916.2035369873,49984.06753540039,-0.001640927789147928
2020-08-28 09:30:00-04:00,103916.2035369873,49984.06753540039,0.0
2020-08-29 09:30:00-04:00,103916.2035369873,49984.06753540039,0.0
2020-08-31 09:30:00-04:00,104737.66883850098,49984.06753540039,0.007905074218971908
2020-09-01 09:30:00-04:00,105014.2007446289,49984.06753540039,0.0026402335396096266
2020-09-02 09:30:00-04:00,106026.80297851562,49984.06753540039,0.009642526693595777
2020-09-03 09:30:00-04:00,104518.06846618652,49984.06753540039,-0.014229746346636651
2020-09-04 09:30:00-04:00,104518.06846618652,49984.06753540039,0.0
2020-09-05 09:30:00-04:00,104518.06846618652,49984.06753540039,0.0
2020-09-08 09:30:00-04:00,102122.80204772949,49984.06753540039,-0.0229172472626773
2020-09-09 09:30:00-04:00,102468.46809387207,49984.06753540039,0.003384807694377878
2020-09-10 09:30:00-04:00,101256.60316467285,49984.06753540039,-0.011826710711523636
2020-09-11 09:30:00-04:00,101256.60316467285,49984.06753540039,0.0
2020-09-12 09:30:00-04:00,101256.60316467285,49984.06753540039,0.0
2020-09-14 09:30:00-04:00,102041.46530151367,49984.06753540039,0.007751219301366463
2020-09-15 09:30:00-04:00,102078.06846618652,49984.06753540039,0.0003587087324226079
2020-09-16 09:30:00-04:00,100996.33209228516,49984.06753540039,-0.01059714775323839
2020-09-17 09:30:00-04:00,100817.40242004395,49984.06753540039,-0.001771645252202969
2020-09-18 09:30:00-04:00,100817.40242004395,49984.06753540039,0.0
2020-09-19 09:30:00-04:00,100817.40242004395,49984.06753540039,0.0
2020-09-21 09:30:00-04:00,99642.13600158691,49984.06753540039,-0.011657376506889361
2020-09-22 09:30:00-04:00,100296.86958312988,49984.06753540039,0.006570850523843985
2020-09-23 09:30:00-04:00,98609.2007446289,49984.06753540039,-0.016826734927177123
2020-09-24 09:30:00-04:00,99251.7317199707,49984.06753540039,0.006515933305308641
2020-09-25 09:30:00-04:00,99251.7317199707,49984.06753540039,0.0
2020-09-26 09:30:00-04:00,99251.7317199707,49984.06753540039,0.0
2020-09-28 09:30:00-04:00,100947.53562927246,49984.06753540039,0.017085887368557984
2020-09-29 09:30:00-04:00,99629.93339538574,49984.06753540039,-0.01305234670339639
2020-09-30 09:30:00-04:00,100386.33209228516,49984.06753540039,0.007592082731779248
2020-10-01 09:30:00-04:00,99865.7992553711,49984.06753540039,-0.005185295906972032
2020-10-02 09:30:00-04:00,99865.7992553711,49984.06753540039,0.0
2020-10-03 09:30:00-04:00,99865.7992553711,49984.06753540039,0.0
2020-10-05 09:30:00-04:00,100813.33488464355,49984.06753540039,0.009488089379322773
2020-10-06 09:30:00-04:00,100158.60130310059,49984.06753540039,-0.006494513670162294
2020-10-07 09:30:00-04:00,100305.0,49984.06753540039,0.0014616687433202102
2020-10-08 09:30:00-04:00,101232.20260620117,49984.06753540039,0.009243832373273309
2020-10-09 09:30:00-04:00,101232.20260620117,49984.06753540039,0.0
2020-10-10 09:30:00-04:00,101232.20260620117,49984.06753540039,0.0
2020-10-12 09:30:00-04:00,101577.86865234375,49984.06753540039,0.003414585845644691
2020-10-13 09:30:00-04:00,101752.73544311523,49984.06753540039,0.0017215048227678942
2020-10-14 09:30:00-04:00,101427.40242004395,49984.06753540039,-0.0031972901922933117
2020-10-15 09:30:00-04:00,102305.7992553711,49984.06753540039,0.008660350303455688
2020-10-16 09:30:00-04:00,102305.7992553711,49984.06753540039,0.0
2020-10-17 09:30:00-04:00,102305.7992553711,49984.06753540039,0.0
2020-10-19 09:30:00-04:00,101838.13507080078,49984.06753540039,-0.004571238267763844
2020-10-20 09:30:00-04:00,103041.86958312988,49984.06753540039,0.011820076158034709
2020-10-21 09:30:00-04:00,104139.86679077148,49984.06753540039,0.01065583545876736
2020-10-22 09:30:00-04:00,103078.46809387207,49984.06753540039,-0.010192049688635407
2020-10-23 09:30:00-04:00,103078.46809387207,49984.06753540039,0.0
2020-10-24 09:30:00-04:00,103078.46809387207,49984.06753540039,0.0
2020-10-26 09:30:00-04:00,101931.66976928711,49984.06753540039,-0.011125488628144775
2020-10-27 09:30:00-04:00,100309.06753540039,49984.06753540039,-0.015918528927852615
2020-10-28 09:30:00-04:00,99487.60223388672,49984.06753540039,-0.008189342416364931
2020-10-29 09:30:00-04:00,99215.13320922852,49984.06753540039,-0.002738723404124843
2020-10-30 09:30:00-04:00,99215.13320922852,49984.06753540039,0.0
2020-10-31 09:30:00-04:00,99215.13320922852,49984.06753540039,0.0
2020-11-02 09:30:00-05:00,99780.39962768555,49984.06753540039,0.005697381036267712
2020-11-03 09:30:00-05:00,100849.93339538574,49984.06753540039,0.01071887636941704
2020-11-04 09:30:00-05:00,101240.33302307129,49984.06753540039,0.0038710945514952577
2020-11-05 09:30:00-05:00,102671.80297851562,49984.06753540039,0.0141393248392232
2020-11-06 09:30:00-05:00,104160.19981384277,49984.06753540039,0.014496646519771339
2020-11-07 09:30:00-05:00,104160.19981384277,49984.06753540039,0.0
2020-11-09 09:30:00-05:00,106714.06753540039,49984.06753540039,0.024518652288704645
2020-11-10 09:30:00-05:00,102553.86772155762,49984.06753540039,-0.03898454917823002
2020-11-11 09:30:00-05:00,101870.66604614258,49984.06753540039,-0.00666188112251398
2020-11-12 09:30:00-05:00,102960.53283691406,49984.06753540039,0.010698534063553033
2020-11-13 09:30:00-05:00,101813.7345123291,49984.06753540039,-0.011138232223423361
2020-11-14 09:30:00-05:00,101813.7345123291,49984.06753540039,0.0
2020-11-16 09:30:00-05:00,101451.80297851562,49984.06753540039,-0.003554839978585078
2020-11-17 09:30:00-05:00,101179.33395385742,49984.06753540039,-0.002685699185808521
2020-11-18 09:30:00-05:00,100422.93525695801,49984.06753540039,-0.007475822061097648
2020-11-19 09:30:00-05:00,100451.40335083008,49984.06753540039,0.00028348199342342895
2020-11-20 09:30:00-05:00,100894.66697692871,49984.06753540039,0.004412717108097652
2020-11-21 09:30:00-05:00,100894.66697692871,49984.06753540039,0.0
2020-11-23 09:30:00-05:00,101549.40055847168,49984.06753540039,0.006489278384681052
2020-11-24 09:30:00-05:00,101276.93153381348,49984.06753540039,-0.0026831180012856226
2020-11-25 09:30:00-05:00,101708.00186157227,49984.06753540039,0.004256352569438349
2020-11-26 09:30:00-05:00,101708.00186157227,49984.06753540039,0.0
2020-11-27 09:30:00-05:00,101618.53469848633,49984.06753540039,-0.0008796472396311872
2020-11-28 09:30:00-05:00,101618.53469848633,49984.06753540039,0.0
2020-11-30 09:30:00-05:00,101638.86772155762,49984.06753540039,0.00020009167748402668
2020-12-01 09:30:00-05:00,101764.93339538574,49984.06753540039,0.0012403293804243987
2020-12-02 09:30:00-05:00,102732.80204772949,49984.06753540039,0.009510826765672942
2020-12-03 09:30:00-05:00,101577.86865234375,49984.06753540039,-0.011242109359084429
2020-12-04 09:30:00-05:00,100760.4662322998,49984.06753540039,-0.008047052284996803
2020-12-05 09:30:00-05:00,100760.4662322998,49984.06753540039,0.0
2020-12-07 09:30:00-05:00,101004.46716308594,49984.06753540039,0.0024215939039384793
2020-12-08 09:30:00-05:00,102240.73265075684,49984.06753540039,0.01223971099886878
2020-12-09 09:30:00-05:00,102399.33395385742,49984.06753540039,0.0015512535854211862
2020-12-10 09:30:00-05:00,101122.40242004395,49984.06753540039,-0.01247011561997935
2020-12-11 09:30:00-05:00,100638.46809387207,49984.06753540039,-0.004785629243277856
2020-12-12 09:30:00-05:00,100638.46809387207,49984.06753540039,0.0
2020-12-14 09:30:00-05:00,101516.86958312988,49984.06753540039,0.008728287561357462
2020-12-15 09:30:00-05:00,100732.0027923584,49984.06753540039,-0.007731392762547418
2020-12-16 09:30:00-05:00,101996.7317199707,49984.06753540039,0.012555383518178642
2020-12-17 09:30:00-05:00,101972.33581542969,49984.06753540039,-0.0002391831986146009
2020-12-18 09:30:00-05:00,102114.66697692871,49984.06753540039,0.0013957821046350904
2020-12-19 09:30:00-05:00,102114.66697692871,49984.06753540039,0.0
2020-12-21 09:30:00-05:00,101964.2007446289,49984.06753540039,-0.0014735026490738656
2020-12-22 09:30:00-05:00,101642.93525695801,49984.06753540039,-0.003150767478436012
2020-12-23 09:30:00-05:00,103050.0,49984.06753540039,0.013843212412991246
2020-12-24 09:30:00-05:00,102029.26734924316,49984.06753540039,-0.00990521737755301
2020-12-25 09:30:00-05:00,102029.26734924316,49984.06753540039,0.0
2020-12-28 09:30:00-05:00,102476.60316467285,49984.06753540039,0.00438438721605694
2020-12-29 09:30:00-05:00,102708.40148925781,49984.06753540039,0.0022619633889744417
2020-12-30 09:30:00-05:00,102761.2654876709,49984.06753540039,0.0005146998458409602
2020-12-31 09:30:00-05:00,102850.73265075684,49984.06753540039,0.0008706311922235255
2021-01-01 09:30:00-05:00,102850.73265075684,49984.06753540039,0.0
2021-01-04 09:30:00-05:00,104367.60223388672,49984.06753540039,0.01474826230242443
2021-01-05 09:30:00-05:00,103782.0027923584,49984.06753540039,-0.0056109312563873415
2021-01-06 09:30:00-05:00,103806.40335083008,49984.06753540039,0.0002351135824627537
2021-01-07 09:30:00-05:00,104859.66697692871,49984.06753540039,0.010146422495141971
2021-01-08 09:30:00-05:00,105058.93432617188,49984.06753540039,0.0019003240710939728
2021-01-09 09:30:00-05:00,105058.93432617188,49984.06753540039,0.0
2021-01-11 09:30:00-05:00,106189.46716308594,49984.06753540039,0.010760939506621492
2021-01-12 09:30:00-05:00,107320.0,49984.06753540039,0.01064637451450623
2021-01-13 09:30:00-05:00,107759.2007446289,49984.06753540039,0.004092440781111595
2021-01-14 09:30:00-05:00,108226.86958312988,49984.06753540039,0.004339943459763296
2021-01-15 09:30:00-05:00,107503.00186157227,49984.06753540039,-0.0066884288933591884
2021-01-16 09:30:00-05:00,107503.00186157227,49984.06753540039,0.0
2021-01-19 09:30:00-05:00,107816.13227844238,49984.06753540039,0.0029127597504050584
2021-01-20 09:30:00-05:00,108291.93153381348,49984.06753540039,0.004413061805466301
2021-01-21 09:30:00-05:00,108580.66604614258,49984.06753540039,0.0026662606183078807
2021-01-22 09:30:00-05:00,107442.0027923584,49984.06753540039,-0.010486795626214795
2021-01-23 09:30:00-05:00,107442.0027923584,49984.06753540039,0.0
2021-01-25 09:30:00-05:00,107137.0027923584,49984.06753540039,-0.002838740828290831
2021-01-26 09:30:00-05:00,108027.60223388672,49984.06753540039,0.008312715666074721
2021-01-27 09:30:00-05:00,107116.66976928711,49984.06753540039,-0.008432404735109977
2021-01-28 09:30:00-05:00,107474.5337677002,49984.06753540039,0.003340880548133862
2021-01-29 09:30:00-05:00,106144.73358154297,49984.06753540039,-0.012373165433138933
2021-01-30 09:30:00-05:00,106144.73358154297,49984.06753540039,0.0
2021-02-01 09:30:00-05:00,105506.2654876709,49984.06753540039,-0.006015070859653915
2021-02-02 09:30:00-05:00,106563.60130310059,49984.06753540039,0.010021545265984644
2021-02-03 09:30:00-05:00,107844.60037231445,49984.06753540039,0.012020981400302944
2021-02-04 09:30:00-05:00,107999.13414001465,49984.06753540039,0.001432930041621816
2021-02-05 09:30:00-05:00,108470.86585998535,49984.06753540039,0.00436792131462016
2021-02-06 09:30:00-05:00,108470.86585998535,49984.06753540039,0.0
2021-02-08 09:30:00-05:00,108178.06846618652,49984.06753540039,-0.0026993183052191894
2021-02-09 09:30:00-05:00,107990.99906921387,49984.06753540039,-0.0017292728519286982
2021-02-10 09:30:00-05:00,108544.06753540039,49984.06753540039,0.005121431146609234
2021-02-11 09:30:00-05:00,108153.66790771484,49984.06753540039,-0.0035966924452892624
2021-02-12 09:30:00-05:00,107938.13507080078,49984.06753540039,-0.0019928389030501314
2021-02-13 09:30:00-05:00,107938.13507080078,49984.06753540039,0.0
2021-02-16 09:30:00-05:00,108157.73544311523,49984.06753540039,0.0020345021911896133
2021-02-17 09:30:00-05:00,108226.86958312988,49984.06753540039,0.0006391973697619235
2021-02-18 09:30:00-05:00,108657.93525695801,49984.06753540039,0.003982982003346347
2021-02-19 09:30:00-05:00,109028.00186157227,49984.06753540039,0.003405794558299924
2021-02-20 09:30:00-05:00,109028.00186157227,49984.06753540039,0.0
2021-02-22 09:30:00-05:00,108316.33209228516,49984.06753540039,-0.006527403576474633
2021-02-23 09:30:00-05:00,107368.80111694336,49984.06753540039,-0.008747812606269778
2021-02-24 09:30:00-05:00,106840.13320922852,49984.06753540039,-0.0049238503384146926
2021-02-25 09:30:00-05:00,107763.2682800293,49984.06753540039,0.00864033994597313
2021-02-26 09:30:00-05:00,107100.39962768555,49984.06753540039,-0.0061511557966230646
2021-02-27 09:30:00-05:00,107100.39962768555,49984.06753540039,0.0
2021-03-01 09:30:00-05:00,106787.26921081543,49984.06753540039,-0.0029237091360877487
2021-03-02 09:30:00-05:00,107559.93339538574,49984.06753540039,0.007235545868720994
2021-03-03 09:30:00-05:00,106958.06846618652,49984.06753540039,-0.005595623855462861
2021-03-04 09:30:00-05:00,105953.60130310059,49984.06753540039,-0.009391223845852115
2021-03-05 09:30:00-05:00,106531.06567382812,49984.06753540039,0.00545016274695187
2021-03-06 09:30:00-05:00,106531.06567382812,49984.06753540039,0.0
2021-03-08 09:30:00-05:00,108905.99906921387,49984.06753540039,0.02229334119924431
2021-03-09 09:30:00-05:00,108893.80111694336,49984.06753540039,-0.00011200441091174795
2021-03-10 09:30:00-05:00,110003.18649291992,110003.18649291992,0.010187773450806237
2021-03-11 09:30:00-05:00,110003.18649291992,110003.18649291992,0.0
2021-03-12 09:30:00-05:00,110003.18649291992,110003.18649291992,0.0
2021-03-13 09:30:00-05:00,110003.18649291992,110003.18649291992,0.0
2021-03-15 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-16 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-17 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-18 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-19 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-20 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-22 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-23 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-24 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-25 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-26 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-27 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-29 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-30 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
2021-03-31 09:30:00-04:00,110003.18649291992,110003.18649291992,0.0
