Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,310.7200012207031,312.739990234375,308.1600036621094,309.75,298.0634460449219,1080300
2022-11-01,310.989990234375,311.7300109863281,305.8500061035156,307.6400146484375,296.0330810546875,827200
2022-11-02,307.2699890136719,307.2699890136719,282.5299987792969,283.0199890136719,272.3419494628906,1534800
2022-11-03,280.0,280.010009765625,275.4200134277344,276.6700134277344,266.2315368652344,1417000
2022-11-04,277.17999267578125,278.3800048828125,270.8599853515625,277.7300109863281,267.2515563964844,1050900
2022-11-07,281.4599914550781,283.2900085449219,270.7300109863281,274.3299865722656,263.97979736328125,756300
2022-11-08,275.80999755859375,288.7099914550781,275.0400085449219,286.7099914550781,275.8927307128906,1327500
2022-11-09,287.94000244140625,292.6700134277344,284.6199951171875,284.7099914550781,273.9681701660156,996200
2022-11-10,296.70001220703125,304.3299865722656,294.75,302.80999755859375,291.3852844238281,1076700
2022-11-11,303.2799987792969,304.6300048828125,292.57000732421875,295.17999267578125,284.04315185546875,655700
2022-11-14,296.0,296.6499938964844,290.5899963378906,290.739990234375,279.7706604003906,781100
2022-11-15,294.1000061035156,295.8599853515625,286.30999755859375,289.1000061035156,278.19256591796875,925500
2022-11-16,289.7699890136719,296.57000732421875,289.4200134277344,291.1000061035156,280.1170959472656,843100
2022-11-17,287.30999755859375,292.45001220703125,287.07000732421875,289.3800048828125,278.46197509765625,511900
2022-11-18,292.19000244140625,294.8500061035156,288.4700012207031,293.510009765625,282.4361572265625,1048500
2022-11-21,292.2099914550781,298.010009765625,292.2099914550781,297.5400085449219,286.31414794921875,713900
2022-11-22,298.1600036621094,299.67999267578125,295.489990234375,299.3500061035156,288.0558166503906,624700
2022-11-23,299.0,299.3599853515625,294.95001220703125,297.1199951171875,285.9099426269531,1057200
2022-11-25,299.6600036621094,302.7200012207031,296.5,298.6099853515625,287.34375,394000
2022-11-28,297.20001220703125,298.70001220703125,287.8900146484375,288.54998779296875,277.66326904296875,993300
2022-11-29,288.9100036621094,290.6400146484375,287.2699890136719,290.6000061035156,279.635986328125,972600
2022-11-30,289.2200012207031,298.1400146484375,287.5799865722656,297.9599914550781,286.71826171875,2217400
2022-12-01,300.05999755859375,301.1199951171875,292.2300109863281,295.4800109863281,284.33184814453125,652400
2022-12-02,291.9700012207031,296.92999267578125,291.1400146484375,295.79998779296875,284.6397705078125,632900
2022-12-05,293.25,295.8299865722656,289.3900146484375,289.45001220703125,278.5293884277344,1049700
2022-12-06,290.0400085449219,290.5299987792969,285.7200012207031,288.989990234375,278.0867004394531,908200
2022-12-07,290.489990234375,297.57000732421875,286.2900085449219,296.82000732421875,285.62127685546875,937400
2022-12-08,297.57000732421875,306.2799987792969,295.9800109863281,302.67999267578125,291.2601623535156,1081100
2022-12-09,301.9100036621094,302.8699951171875,297.5199890136719,297.6000061035156,286.3718566894531,657700
2022-12-12,297.6000061035156,301.7699890136719,295.489990234375,301.4200134277344,290.0477600097656,983900
2022-12-13,306.7900085449219,307.5400085449219,300.1000061035156,301.9200134277344,292.469482421875,992100
2022-12-14,303.42999267578125,306.7300109863281,298.5299987792969,300.17999267578125,290.783935546875,1254500
2022-12-15,296.75,301.7099914550781,293.9700012207031,298.80999755859375,289.4568176269531,1353900
2022-12-16,295.0199890136719,296.30999755859375,284.1499938964844,286.4700012207031,277.5030822753906,2001900
2022-12-19,285.6499938964844,286.4599914550781,282.6400146484375,284.42999267578125,275.5269470214844,730900
2022-12-20,282.510009765625,286.3399963378906,280.010009765625,282.260009765625,273.42486572265625,594700
2022-12-21,284.2300109863281,288.0,282.8299865722656,283.6700134277344,274.790771484375,574900
2022-12-22,281.8999938964844,283.3500061035156,276.7699890136719,279.989990234375,271.22589111328125,731700
2022-12-23,278.5799865722656,284.6000061035156,277.0,283.2099914550781,274.3451232910156,459800
2022-12-27,282.7799987792969,283.8999938964844,280.8599853515625,283.0400085449219,274.18048095703125,314100
2022-12-28,283.9700012207031,285.239990234375,277.1000061035156,277.989990234375,269.2885437011719,574200
2022-12-29,280.1199951171875,284.1499938964844,278.8900146484375,282.5799865722656,273.7348327636719,403500
2022-12-30,281.4700012207031,281.989990234375,276.9599914550781,280.19000244140625,271.419677734375,432900
